Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,2,,,,,2.03,,,,,1.73,,,1.64,2.03,,2.09,2.2,2.27,2.22,2.36,,,,
Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,8.53,,,,,7.13,,,,,8.19,,,7.88,8.05,,7.72,9.25,8.8,10.21,7.63,,,,
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,100,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,,,,,
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,3.88,4.17,4.11,4.3,4.12,3.79,3.63,3.83,3.72,3.76,3.93,3.67,3.78,3.99,4.29,4.01,3.85,4.51,4.49,4.45,4.6,,,
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",SH.STA.STNT.ME.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.1,3,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.8,2.9,3,3.1
"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.88331058,98.88331058,98.88331058,98.88331058,98.88331058,98.88331058,98.88331058,98.89436808,98.90542558,98.91648308,98.92754058,98.93859809,98.94965559,98.95579865,98.95579865,98.95579865,98.95579865,98.95579865,98.95579865,98.95579865,98.95579865,98.95579865,98.95579865,,
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3,0.29,0.23,0.25,0.19,0.29,0.27,0.32,0.34,0.33,0.27,0.25,0.27,0.31,0.33,0.31,0.33,0.36,0.29,0.33,0.33,,,
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.6,6.6,6.7,6.8,6.8,6.9,7,7,7.1,7.2,7.2,7.3,7.3,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.3,7.3,7.3
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,,,,,
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,31.4,,29.2,,,25.9,,,,,21.2,,,,,17.4,16.7,16.1,,
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.002975439,0.003696546,0.005063139,0.006943475,0.008800268,0.010560101,0.011567937,0.012239328,0.013120487,0.013930367,0.013706071,0.013143887,0.01341619,0.014780501,0.016422048,0.017474055,0.017887518,0.018866502,0.020071613,0.019856537,0.018696399,0.018318921,0.01778291,0.018070004,0.017092047,0.016748051,0.015856863,0.014659013,0.013735925,0.014045254,0.014284327,0.014627624,0.013883026,0.013773259,0.013050473,0.018737458,0.017982659,0.020910069,0.011427867,
Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.607,8.818,9.121,9.361,9.511,9.634,9.482,9.146,9.165,8.995,8.893,8.682,8.415,8.407,8.406,8.38,8.356,8.307,8.538,8.688,8.962,9.167,9.151,,
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,41,46,53,59,65,65,67,73,75,78,84,88,92,93,93,94,94,92,91,92,91,91,91,91,92,91,92,92,92,93,94,95,95,95,95,95,94,94,94,93,93,93,92,92,92
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.6,12.3,12,11.5,11.3,11,10.8,10.6,10.1,10,9.7,9.7,9.5,9.2,9.2,9.3,9,9.2,8.8,8.8,9.1,,,
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,
Number of under-five deaths,SH.DTH.MORT,23493,23872,24112,24102,23775,23113,22263,21417,20645,19903,19136,18333,17185,15754,14386,13100,11989,11091,10595,10502,10333,9782,9158,8746,8483,8359,8267,8164,8002,7667,7298,6896,6428,5989,5637,5366,5180,5052,4912,4751,4570,4412,4313,4308,4348,4343,4343,4366,4354,4257,4136,4021,3895,3721,3562,3488,3439,3370,3274,3189,3108,3082,3092,3073,
Number of deaths ages 20-24 years,SH.DTH.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,2727,2652,2564,2475,2400,2327,2239,2168,2128,2120,2128,2134,2129,2119,2115,2110,2069,1964,1837,1725,1628,1560,1541,1552,1559,1563,1561,1558,1560,1571,1589,1588,1561,
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.5,9.3,9.3,9.3,9.4,9.5,9.7,9.9,10,10.2,10.4,10.6,10.8,11,11.1,11.3,11.5,11.7,12,12.3,12.7,13.1,13.6,
0-4 Males,,4.073181248,4.166176924,4.252701471,4.325107929,4.385149732,4.434536162,4.454356716,4.438682816,4.39467794,4.320700407,4.233222352,4.149069492,4.044898547,3.909983383,3.754136606,3.581953525,3.39764551,3.22876123,3.119049346,3.085212674,3.105613061,3.151134251,3.205629784,3.252887295,3.274611922,3.282342401,3.299381349,3.327772388,3.331982208,3.330570524,3.331930631,3.328480599,3.345664687,3.39234905,3.413450015,3.374025712,3.316598556,3.25385642,3.41316857,3.15280018,3.098687589,3.036789234,2.983798391,2.956369111,2.950858115,2.96144986,2.994710086,3.049666517,3.107509313,3.153316834,3.186398159,3.212242621,3.230654708,3.231059422,3.214338774,3.18730198,3.146379814,3.091960916,3.032710568,2.968852459,2.912438102,2.843352451,2.756487552,2.683502926,2.633174608
5-9 Males,,3.727800511,3.719299197,3.752339373,3.81275564,3.878277976,3.940976778,4.009187887,4.077302415,4.147260436,4.216208923,4.2631736,4.282026223,4.286938243,4.269670844,4.215474315,4.144335698,4.073891759,3.983507708,3.859739966,3.707869705,3.53545849,3.354309542,3.192283482,3.086122541,3.057178488,3.087378594,3.141809566,3.19780019,3.266153204,3.309084788,3.322122002,3.343047489,3.350571195,3.31744198,3.293730743,3.294556538,3.295922228,3.315147765,3.581495437,3.371683523,3.322664885,3.261468465,3.205853027,3.163434022,3.123475828,3.072412454,3.009076743,2.944896684,2.898825382,2.876131597,2.875863384,2.905663779,2.96525798,3.033747369,3.091321917,3.138051498,3.178592473,3.206173282,3.212402814,3.203379025,3.191331695,3.163952276,3.113757264,3.056840117,2.997352548
10-14 Males,,4.16297057,4.074230136,3.914151719,3.768657393,3.679983706,3.636280285,3.626181235,3.653981432,3.700558475,3.759165297,3.833429236,3.909097889,3.982297831,4.062371455,4.15041909,4.223912174,4.266702846,4.282693387,4.266374198,4.209378544,4.131257239,4.05122972,3.951955088,3.836178721,3.691440233,3.516148102,3.339364143,3.177201102,3.092907539,3.088057675,3.11609023,3.164514471,3.217747254,3.261376608,3.277147174,3.288945634,3.312358313,3.325528096,3.515478194,3.270656389,3.266825919,3.2607803,3.270613713,3.307538776,3.320092229,3.275848002,3.222060673,3.16723052,3.119536276,3.077844339,3.029609499,2.966195095,2.899046774,2.849786897,2.825781809,2.830672266,2.86931391,2.93436488,3.005273378,3.066157001,3.108612366,3.13813535,3.169466253,3.186683112,3.181603855
15-19 Males,,3.489027227,3.645115501,3.81949557,3.911003774,3.938191926,3.954965259,3.895811597,3.750680485,3.629277614,3.574942413,3.553830955,3.561236487,3.593968683,3.63339792,3.689543813,3.775540762,3.871301509,3.963621926,4.057961448,4.15646915,4.236107641,4.282809447,4.297802497,4.289205042,4.219327101,4.093787692,3.9955112,3.913988557,3.786440821,3.627824255,3.501114239,3.379897344,3.240810611,3.118867904,3.054452537,3.058241713,3.09476115,3.143202471,3.393755265,3.19645516,3.218979187,3.263885477,3.295178402,3.263644031,3.219724861,3.200920733,3.197532034,3.217502034,3.262778052,3.290016841,3.264726623,3.2206225,3.163521057,3.10960305,3.064856551,3.019444114,2.964183881,2.906264283,2.865209633,2.849089583,2.851266807,2.87554307,2.920688409,2.977302184,3.042884554
20-24 Males,,3.13673347,3.118332222,3.133744375,3.185816871,3.232638929,3.26725959,3.385525017,3.573537439,3.712249144,3.784307665,3.833998727,3.8071966,3.682787662,3.5783727,3.536530553,3.523303716,3.543281384,3.589818729,3.637191172,3.694431128,3.77583335,3.860025036,3.936944272,4.044328444,4.16102375,4.240348848,4.25850322,4.238803029,4.035656383,3.83960722,3.799035456,3.736329206,3.710111475,3.679628777,3.585178492,3.470838304,3.360563626,3.216987169,3.300087117,3.044019638,3.052000747,3.089585682,3.14102012,3.205107116,3.271774094,3.33142584,3.377414177,3.39037689,3.330877103,3.275627872,3.285057868,3.313294003,3.339609501,3.378476598,3.396879967,3.366335689,3.325346285,3.280177349,3.24142047,3.21178302,3.1923042,3.162993193,3.086709467,2.993122704,2.957185162
25-29 Males,,3.142580606,3.124483312,3.12107938,3.126625319,3.143746543,3.159191031,3.14649656,3.132937268,3.140309665,3.15666452,3.188841435,3.30916083,3.504320521,3.651390835,3.728226211,3.782335481,3.762406891,3.643105004,3.537444923,3.488695497,3.463744738,3.462290095,3.486795679,3.53032795,3.601957794,3.696574684,3.791562124,3.888829472,3.843281027,3.754524688,3.766428343,3.749089135,3.750448096,3.761837826,3.758808588,3.737783538,3.691419173,3.660088876,3.870471871,3.563407847,3.48818542,3.419825763,3.316308467,3.217169897,3.18198011,3.214982695,3.283027648,3.364193776,3.429988307,3.4483131,3.453542152,3.460522892,3.439230405,3.378144245,3.34158898,3.346287388,3.357552875,3.377686995,3.415821526,3.433880914,3.415689297,3.403554635,3.378346358,3.340265621,3.307127842
30-34 Males,,3.253929339,3.220230804,3.194439491,3.146173181,3.080633134,3.033267106,3.010198105,3.004426612,3.014923706,3.036108104,3.045031609,3.028584731,3.018466855,3.0400179,3.074136366,3.119377237,3.247449228,3.449557307,3.602923592,3.679791884,3.724584367,3.690511303,3.561426965,3.458718622,3.415258816,3.392174497,3.394541139,3.428273369,3.452648841,3.475299318,3.522760509,3.577882999,3.634918207,3.663713055,3.677652711,3.702787182,3.705628788,3.70503723,3.959375382,3.727461583,3.725112846,3.693750982,3.674597526,3.654504188,3.594476679,3.51814909,3.446880592,3.348502108,3.271348472,3.254089213,3.277880827,3.317268226,3.358469587,3.390146225,3.398699104,3.405106238,3.4116509,3.392793741,3.335626732,3.297828594,3.290580636,3.307839894,3.359603134,3.419726389,3.454490703
35-39 Males,,3.556419658,3.434148053,3.34178292,3.266602771,3.202408852,3.152412026,3.107944232,3.060109651,3.003280103,2.945366211,2.900122324,2.874617222,2.872361071,2.896921718,2.939472745,2.964263762,2.954401713,2.951513816,2.981131683,3.021797888,3.068407621,3.189031699,3.381194149,3.532049883,3.615753756,3.664689599,3.632792143,3.511785991,3.378255403,3.295293765,3.269549002,3.276153424,3.30663439,3.352308282,3.402876459,3.456394053,3.519685926,3.568371716,3.823920691,3.599678225,3.629001144,3.641018627,3.654402954,3.672274054,3.686112114,3.674051873,3.636205646,3.616796149,3.59464646,3.529858591,3.449223548,3.373699353,3.270363608,3.181402162,3.151561575,3.172024099,3.215151551,3.262391055,3.296201969,3.301519497,3.305086548,3.324522624,3.325745351,3.2861503,3.265216122
40-44 Males,,3.166165197,3.263604214,3.360993467,3.447824943,3.47151523,3.389000216,3.273238779,3.185424232,3.115925441,3.06226749,3.016648705,2.974587945,2.935266712,2.89466682,2.853864218,2.823065232,2.809176863,2.816667535,2.846888217,2.889528849,2.911785866,2.901008964,2.900149922,2.929297066,2.963662484,3.00641249,3.128567721,3.32068453,3.468706279,3.547493207,3.591379081,3.548386088,3.407325211,3.2868428,3.228801559,3.206960753,3.219062689,3.254610949,3.523673953,3.354781368,3.402732853,3.460434264,3.508979866,3.52170829,3.52635464,3.54582249,3.544253145,3.538755453,3.544118705,3.551558833,3.529343891,3.483924198,3.465543531,3.450580108,3.395182619,3.322423059,3.253941506,3.159715215,3.080109568,3.057317907,3.070286768,3.106954059,3.164894484,3.222984697,3.250658319
45-49 Males,,3.428842837,3.345052739,3.230266391,3.074124921,2.95663742,2.970970167,3.059839325,3.153621723,3.252560366,3.293179478,3.220714939,3.117397896,3.044979344,2.991495758,2.953014875,2.922590079,2.894164485,2.864876892,2.831643149,2.795490828,2.764166975,2.746170769,2.749908536,2.780364079,2.824066053,2.845179849,2.833041114,2.830409346,2.838487381,2.852064347,2.893305172,3.017556369,3.218402148,3.37443371,3.455563214,3.501473872,3.463171659,3.32865229,3.425845161,3.155281542,3.134732228,3.142893194,3.170969356,3.217081298,3.264142378,3.303529653,3.347211602,3.3753515,3.376700477,3.379883104,3.394868813,3.386899,3.376866887,3.379349413,3.38797236,3.378392505,3.351130375,3.343243192,3.333041059,3.284434356,3.244428973,3.205284481,3.112243609,3.023805719,2.985200073
50-54 Males,,3.348589372,3.334853237,3.314737234,3.298794864,3.278438597,3.232531217,3.151034172,3.024994647,2.864192274,2.754231565,2.774333189,2.864297017,2.965158349,3.078178542,3.134835841,3.080151075,2.991573567,2.92957555,2.883658665,2.849410561,2.821071399,2.79593226,2.769751235,2.735247665,2.69696712,2.666998596,2.650705407,2.652885915,2.685051792,2.725453103,2.736133518,2.717334912,2.703021347,2.717381771,2.748052163,2.794854236,2.921470402,3.118208921,3.487181452,3.34745795,3.385827245,3.341774659,3.210542252,3.093621685,3.029385679,3.000272493,3.001524052,3.025610619,3.066317771,3.106759864,3.138977632,3.178923079,3.21445095,3.224809944,3.229682736,3.244823839,3.241644361,3.238688051,3.248031462,3.263336457,3.266976237,3.253055401,3.256307856,3.264821862,3.226509578
55-59 Males,,3.010690761,3.0275351,3.040558018,3.063570045,3.082651311,3.07936066,3.063317978,3.042386615,3.021295827,2.998195296,2.962748314,2.896878662,2.787850283,2.645230905,2.553491813,2.586480942,2.684104633,2.789232242,2.900119564,2.952128961,2.898742641,2.817324835,2.764050678,2.720286376,2.686598891,2.663145675,2.638279394,2.61115861,2.58858442,2.566352685,2.54167443,2.528721133,2.530739175,2.552611104,2.586988616,2.602302053,2.589239177,2.581535385,2.77184548,2.627786417,2.673732683,2.792969561,2.973942956,3.110594163,3.176063535,3.20346215,3.151955448,3.014985916,2.898857626,2.841067884,2.81655995,2.822003558,2.849941445,2.890410058,2.931091367,2.968130376,3.012505906,3.049481481,3.062709461,3.074701062,3.09313098,3.093752994,3.106891544,3.1348158,3.159062041
60-64 Males,,2.29836607,2.374833166,2.443015031,2.518186939,2.586133362,2.623818892,2.644418284,2.663774323,2.68417081,2.700533325,2.706615917,2.701079254,2.692554753,2.685616191,2.676854318,2.657009059,2.610166611,2.520477806,2.394901511,2.315010561,2.348105682,2.438210048,2.536405002,2.631665418,2.67313596,2.62989502,2.559224789,2.510850998,2.511464181,2.516480456,2.485036436,2.452170248,2.419970262,2.39007683,2.365807689,2.349500147,2.34542867,2.357156332,2.543959737,2.420286748,2.436212612,2.422488676,2.41032562,2.420859235,2.441404518,2.475118199,2.576796137,2.738153762,2.861383801,2.922706166,2.952536462,2.908992427,2.787890621,2.688488548,2.640237498,2.621758821,2.632411393,2.663398924,2.705456726,2.747881057,2.773972719,2.802694117,2.84355063,2.86983301,2.888629698
65-69 Males,,1.752262211,1.756834876,1.760971167,1.775004745,1.808042622,1.855942523,1.913198827,1.976781568,2.04274444,2.099453489,2.141715467,2.175001082,2.202910022,2.22867266,2.253633418,2.271817861,2.280715911,2.28663341,2.291231847,2.290100723,2.276898307,2.239648947,2.164655499,2.053003684,1.982763904,2.017054466,2.099539836,2.184196002,2.28828562,2.355930284,2.333306855,2.288972079,2.259808827,2.233249334,2.209571463,2.187602448,2.16644653,2.146786534,2.270552515,2.114484344,2.107658957,2.111677459,2.125078971,2.147300254,2.172454674,2.17777066,2.157029642,2.142648797,2.154773924,2.180767145,2.219400643,2.322783562,2.485037947,2.606496761,2.66368433,2.691888106,2.654393885,2.546487417,2.459581154,2.420843503,2.408685065,2.415094417,2.442905584,2.490197313,2.530659615
70-74 Males,,1.287483411,1.285173154,1.285145033,1.293349755,1.301713368,1.301013368,1.299990206,1.302989681,1.311384274,1.331732214,1.369215068,1.418192614,1.471489507,1.527607442,1.580475386,1.624090815,1.661648232,1.695735017,1.726292077,1.753539522,1.774807873,1.788262955,1.798329429,1.804708073,1.804544802,1.794690933,1.764366987,1.704345174,1.639296513,1.605851479,1.636454885,1.704942978,1.777486313,1.860172651,1.910372417,1.900872029,1.875410152,1.859708025,1.96870119,1.834719248,1.825915752,1.818399277,1.810015769,1.800605653,1.792416165,1.788245566,1.792102466,1.805677709,1.830249057,1.859339907,1.870412673,1.858937927,1.855783678,1.876312639,1.906644117,1.946044836,2.042975567,2.192357497,2.305282728,2.361349483,2.392502882,2.386858354,2.307562458,2.220968927,2.182182117
75-79 Males,,0.8400081,0.835738933,0.83108985,0.841305452,0.856621913,0.85193419,0.837764638,0.834485234,0.837019705,0.836490871,0.837833716,0.841402658,0.845637487,0.852419276,0.868546028,0.896911804,0.933968848,0.975850516,1.019559294,1.060237021,1.095335973,1.126872745,1.155795476,1.184208697,1.207940295,1.223543541,1.235443838,1.247334758,1.272588278,1.296303696,1.302408905,1.294241457,1.259915602,1.200493728,1.165044483,1.196431066,1.256981434,1.319956491,1.478280113,1.424621449,1.423886029,1.414847663,1.411470248,1.408498429,1.407745776,1.408371259,1.410130549,1.411931579,1.413587334,1.417986995,1.426628091,1.440836791,1.462783139,1.493474638,1.524739336,1.537465124,1.530729627,1.531342407,1.553226583,1.584741458,1.606659606,1.656762469,1.788987195,1.924190765,1.988695682
80-84 Males,,0.443632418,0.442069174,0.438018862,0.432071488,0.430003263,0.438127912,0.448248772,0.451445366,0.450765999,0.451410351,0.450623287,0.447615629,0.446775028,0.447397141,0.448937429,0.45181324,0.454177741,0.458894973,0.466569564,0.476744858,0.493533538,0.51664178,0.542869245,0.570119527,0.597270568,0.620761919,0.641002192,0.661999298,0.68290139,0.703950754,0.722324425,0.736738205,0.753460764,0.771125269,0.786372226,0.796662346,0.795716134,0.777665908,0.796032809,0.733747315,0.765195511,0.814813042,0.861861805,0.905716534,0.934094101,0.942323083,0.944936523,0.950411941,0.956886787,0.966641477,0.979104209,0.992936858,1.006423155,1.017554511,1.029084508,1.041626056,1.056560368,1.076883135,1.103052932,1.131128428,1.142348691,1.130391247,1.124587619,1.142028682,1.171008551
85-89 Males,,0.154695959,0.159039618,0.160901938,0.161094659,0.161928193,0.163980172,0.164822679,0.166072288,0.166866293,0.167613378,0.17241909,0.178805423,0.180401903,0.17953406,0.180248699,0.180362437,0.179160115,0.17968052,0.18211839,0.183988438,0.186183556,0.188895813,0.191877301,0.195815714,0.20231775,0.21081007,0.220864805,0.234270246,0.249433005,0.263015759,0.276189533,0.289150342,0.30160988,0.313226379,0.326166527,0.338568085,0.3478594,0.358558558,0.395146525,0.380725947,0.38881883,0.392325074,0.386224548,0.373802423,0.373432222,0.396832496,0.429466569,0.459962822,0.486659938,0.506276056,0.518665781,0.529456524,0.540941912,0.551545957,0.563150994,0.574706218,0.586100133,0.597382593,0.606969364,0.618155485,0.627324992,0.636392412,0.653201163,0.675655302,0.6950964
90-94 Males,,0.030065547,0.031356755,0.032618885,0.033388672,0.034833003,0.036818183,0.038020105,0.039304284,0.040511844,0.041183858,0.042009357,0.042998468,0.043793397,0.044273963,0.044699344,0.045995979,0.047559546,0.048082968,0.048496191,0.048969427,0.049395818,0.050118478,0.051013679,0.051965092,0.053176809,0.05416525,0.054806964,0.056238782,0.058621833,0.061160721,0.064347887,0.068721877,0.073836702,0.078548554,0.083221281,0.088068662,0.092530597,0.097260636,0.108884424,0.107123468,0.112094478,0.116954371,0.122111323,0.126993527,0.132059264,0.136650718,0.138821448,0.137874117,0.135491961,0.138787799,0.151811393,0.168641509,0.183424225,0.194727776,0.203479773,0.209587942,0.214690867,0.220541314,0.22659089,0.234314977,0.240618476,0.245540104,0.251956228,0.258371251,0.263682093
95-99 Males,,0.003140552,0.003292053,0.003429516,0.003576692,0.003821576,0.004069243,0.004305336,0.004647681,0.004894947,0.005112143,0.005443395,0.005789907,0.006050368,0.006253917,0.006381555,0.006447868,0.006565705,0.006707513,0.006892679,0.007074152,0.007396669,0.007839504,0.00803123,0.008094859,0.00831336,0.008509638,0.008667549,0.008960023,0.009318469,0.009607898,0.009894043,0.010172846,0.010474839,0.010858777,0.011452818,0.012145208,0.012856237,0.013786831,0.015772969,0.015751552,0.016839571,0.018072773,0.019213731,0.020255641,0.02148082,0.022737438,0.023952072,0.025453458,0.027042933,0.02855716,0.029815986,0.03058136,0.030665815,0.030753521,0.032339022,0.035593839,0.039319599,0.04251259,0.045042533,0.047476606,0.049204289,0.050346701,0.051898448,0.053713475,0.055603141
100+ Males,,0.000167496,0.000179635,0.00018959,0.000195702,0.000209224,0.000229953,0.00024325,0.000261944,0.000286021,0.000310155,0.000330556,0.000363211,0.000401218,0.000423572,0.000444646,0.000467804,0.000489314,0.000512676,0.000546501,0.000565648,0.000581002,0.000614515,0.00064662,0.000671021,0.00070149,0.000740199,0.00078059,0.00081215,0.000841713,0.000869153,0.000901202,0.000936493,0.000965016,0.000981662,0.001005117,0.001031732,0.001039477,0.001060789,0.001178879,0.0011676,0.001244553,0.001349344,0.001459505,0.001557998,0.001661959,0.001790544,0.001926256,0.002073588,0.002226439,0.002396562,0.002558467,0.002725586,0.002929935,0.00313561,0.003328405,0.003430603,0.003429785,0.003381837,0.003400624,0.003668552,0.004142425,0.004538282,0.004788843,0.004980858,0.005198286
0-4 Female,,3.862282738,3.947275269,4.030706465,4.117104366,4.195757661,4.25165204,4.269689986,4.254178061,4.216265798,4.149736637,4.053365752,3.946290347,3.835139965,3.704561592,3.553181645,3.388807412,3.214352026,3.055832726,2.955560058,2.926018455,2.946534041,2.99236032,3.047129786,3.08757997,3.105127783,3.115550318,3.132680358,3.158393315,3.184405295,3.206654177,3.208858216,3.205211069,3.219505765,3.253970933,3.261506655,3.216132853,3.154543078,3.092377005,3.244128553,2.998712683,2.950181032,2.894902363,2.846519305,2.816346578,2.806816126,2.818574319,2.851957504,2.904403211,2.962250684,3.008868798,3.040568691,3.064582299,3.080932548,3.078843317,3.060422789,3.032407906,2.991345955,2.937760281,2.879319974,2.81661053,2.762504586,2.697873257,2.615679424,2.545687066,2.498918832
